Gmatria	Word
511	ראשי | תקוה | ובמגדנות | העלות
513	מהחתין | ובנתיהם
515	עתליה | ישרה | שריה
516	לעבידת | ושרי | מתעבד | יונתן
517	וראשי | מתיהבין | מתעבדא
520	דריוש | כרש
521	כאשר | נתיניא | תחזקו
522	ושורי | ושריו
523	עזמות | ושוריא | ושרביה
524	פתגמא
526	למלכות | ולתמים | כורש | ודריוש
527	ואפתם | ושוריה
528	בנותיכם | למנחת | בצלות | ברכוש | יתנסח
529	סביבתיהם
530	ותנדע
531	תאנף | נתנאל
532	מכונתיו | תעבדון | רכושו
534	לדרש | וברכוש | בעבדתנו
536	מצות | ולנתן | לעלות | ממלכות
537	כנותהון
538	במצות
540	לדרוש | ובעבדתנו
541	ישראל | להעלות | תהודעון | להודעותך | מצאתי
543	גרשם | בישראל | וכנותהון
546	וכענת | להשאיר
547	מבנתיהם | לשרביה
550	לעתים | משרי | לדריוש | קמתי
551	ראשים | תקנא
552	ושמרו
555	השרים | שמריה
556	לכורש | הנשאר | מתנדבין | ונכלמתי
557	ומראשי
558	ואשרנא | בראשיהם
560	נתינים | נדרוש
561	הנתונים | והשרים
562	בעצת | ראשונה | תהנזק | הראשון
565	הנתינים | ומנחתהון
566	מצותיך | ינתנון | שרינו
567	ולאלנתן
570	למנתן | עשר
571	לישראל | והנתינים | וכהתפלל
575	עשרה
576	בפלגתהון
580	כעצת | מעלתם
581	ועשרה | מישראל
582	רכושנו
584	מקדמת
586	ירושלם | כרשיון
587	ומישראל
588	בירושלם
591	המקמות
592	להנזקת | וירושלם | ואפרשה | עונתינו
594	ולחרשים | ובירושלם | פשחור
595	העשירי
600	שמרין | שש | עצתם | ובעונתינו
601	אתר
602	בשמרין
605	אגרתא
606	ומתנפל | אתרה | ושש
607	נשארנו
608	ומהנזקת
609	רבאות
610	משער | תרי | ששי
611	וששה
612	במצלתים | ברית
615	ובארות | בבירתא | החרבת
616	לירושלם
620	עשרים | מפרש
622	ולירושלם | בעשרים
625	השערים
626	חרבתיו | מירושלם | ועשרים
630	שלש
631	נפקתא | והשערים
633	פרשגן
635	שלשה
636	לאתרה | ופרשים
637	ונפקתא | והשוערים | וכתורה
641	ושלשה | במחלקתהון
645	מרדתא
